Overall,Overall.1,Overall.2,Overall.3,Overall.4,Overall.5,Conf.,Conf..1,Home,Home.1,Away,Away.1,Points,Points.1,School Advanced,School Advanced.1,School Advanced.2,School Advanced.3,School Advanced.4,School Advanced.5,School Advanced.6,School Advanced.7,School Advanced.8,School Advanced.9,School Advanced.10,School Advanced.11,School Advanced.12,Year
31,9,22,.290,-11.88,-3.71,5,11,5,7,3,15,1904,2109,66.2,92.1,.266,.432,.499,50.4,62.1,10.4,11.4,.468,19.6,28.5,.189,2020.0
31,13,18,.419,-8.42,-6.26,8,12,7,6,5,11,1924,1991,66.3,92.8,.341,.398,.485,49.2,58.0,10.5,11.7,.457,17.9,30.1,.212,2020.0
30,7,23,.233,-12.22,-7.08,6,14,4,10,3,12,1816,1970,65.5,90.5,.297,.400,.487,49.3,49.3,10.2,9.9,.459,18.4,25.9,.193,2020.0
30,18,12,.600,15.44,9.30,8,10,13,3,3,8,2333,2149,71.4,107.2,.392,.446,.557,53.2,53.5,7.1,10.6,.516,16.4,29.8,.291,2020.0
32,17,15,.531,1.70,-0.05,10,8,10,6,5,9,2429,2339,75.5,100.1,.290,.386,.526,48.5,50.6,10.7,14.3,.503,17.0,27.9,.192,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
31,24,7,.774,17.82,10.50,14,6,16,1,5,6,2226,1999,67.7,106.0,.377,.431,.532,52.9,55.0,6.8,11.8,.486,14.3,31.5,.282,2020.0
33,16,17,.485,-8.08,-4.43,8,8,11,5,5,10,2255,2207,68.0,100.1,.332,.392,.529,49.9,49.9,7.9,7.8,.505,16.3,26.1,.214,2020.0
32,5,27,.156,-22.03,-6.45,4,12,4,6,1,20,1841,2278,69.6,82.0,.256,.399,.439,46.2,52.4,11.0,9.3,.412,18.5,26.1,.162,2020.0
31,14,17,.452,1.12,3.79,8,10,11,5,3,9,2124,2207,69.2,98.2,.299,.402,.522,47.3,54.4,9.8,8.2,.492,16.7,25.7,.210,2020.0
32,13,19,.406,-8.19,-5.35,7,9,8,9,5,10,2388,2433,70.9,104.0,.376,.358,.554,49.2,55.1,9.6,6.7,.519,16.6,27.5,.268,2020.0
32,15,17,.469,-9.11,-6.93,10,10,10,5,5,11,2540,2390,71.8,109.7,.338,.368,.597,52.3,57.3,9.1,10.3,.570,19.3,31.7,.245,2020.0
31,21,10,.677,12.16,5.07,10,8,15,3,5,6,2232,2012,73.1,97.7,.399,.352,.532,52.2,56.5,10.6,15.3,.497,19.6,30.0,.271,2020.0
32,17,15,.531,-3.13,-2.70,11,7,9,6,8,6,2294,2248,70.4,101.9,.260,.364,.542,53.2,54.4,9.4,7.6,.515,17.9,31.1,.188,2020.0
31,20,11,.645,-6.93,-6.53,14,4,10,2,9,8,1948,1866,64.4,96.4,.254,.433,.517,43.8,56.3,15.2,8.6,.493,16.3,23.2,.173,2020.0
31,15,16,.484,6.63,8.66,7,13,9,5,4,8,2207,2270,68.7,101.2,.281,.372,.525,47.2,38.9,8.4,9.4,.488,15.1,26.0,.213,2020.0
32,13,19,.406,-4.17,-0.57,5,13,10,6,2,11,2269,2275,69.2,102.5,.267,.412,.524,48.8,47.1,7.4,6.8,.494,14.4,25.9,.194,2020.0
31,19,12,.613,17.94,11.17,10,10,11,5,4,7,2326,2116,69.3,107.0,.267,.391,.554,50.6,52.7,7.8,10.3,.528,13.6,25.0,.192,2020.0
31,22,9,.710,21.92,10.76,14,6,12,3,7,4,2353,2007,69.4,109.4,.308,.375,.560,55.1,65.0,7.4,13.4,.526,15.6,32.8,.231,2020.0
31,8,23,.258,-8.41,0.84,4,14,5,10,3,10,2193,2332,71.2,98.5,.311,.412,.516,49.0,52.3,9.5,7.9,.488,17.0,28.1,.209,2020.0
31,12,19,.387,-7.22,-3.91,7,11,7,8,4,9,2216,2252,70.6,99.2,.295,.395,.509,49.1,49.1,8.1,8.5,.476,16.1,29.5,.209,2020.0
31,15,16,.484,16.39,11.55,8,12,11,5,2,10,2205,2055,67.3,104.9,.275,.407,.521,52.1,58.5,7.0,11.3,.494,14.2,31.3,.190,2020.0
32,15,17,.469,7.37,6.90,6,12,12,5,1,10,2208,2193,68.8,99.5,.368,.337,.528,49.2,53.7,10.3,8.0,.486,16.7,26.2,.269,2020.0
31,20,11,.645,12.21,6.96,11,7,14,2,4,7,2275,2112,67.3,109.0,.395,.280,.559,55.1,51.7,8.3,14.0,.515,17.5,37.0,.298,2020.0
30,3,27,.100,-29.08,-7.68,3,15,1,8,2,19,2048,2690,78.9,86.1,.229,.412,.454,42.2,41.7,9.2,6.6,.430,16.1,23.4,.149,2020.0
31,15,16,.484,8.51,6.54,7,11,12,4,2,10,2081,2020,67.1,99.3,.357,.404,.521,51.5,50.3,10.0,10.0,.470,18.0,31.4,.279,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
33,16,17,.485,3.50,0.71,9,9,11,4,3,10,2330,2238,68.6,102.6,.288,.338,.533,54.6,46.4,9.3,7.7,.498,17.0,31.9,.215,2020.0
31,18,13,.581,-4.51,-5.19,12,8,11,2,6,10,2209,2188,72.1,98.5,.356,.369,.513,47.1,52.8,11.1,8.5,.471,15.6,25.5,.256,2020.0
31,18,13,.581,0.59,-1.52,14,6,12,3,6,10,2195,2122,69.4,100.8,.264,.273,.549,48.0,46.0,9.0,9.0,.522,15.6,19.6,.191,2020.0
31,16,15,.516,-5.01,-2.29,10,10,9,5,5,10,2066,2076,68.2,97.8,.374,.328,.541,50.9,48.7,8.0,6.8,.498,18.5,22.9,.277,2020.0
32,13,19,.406,-10.96,-6.42,7,11,11,4,2,14,2208,2240,69.1,98.7,.307,.336,.507,50.4,52.1,8.5,11.8,.483,15.5,29.0,.196,2020.0
31,15,16,.484,-12.82,-9.18,9,7,8,6,7,7,2182,2197,71.4,97.4,.392,.312,.509,53.0,47.7,7.8,12.6,.468,19.2,35.1,.272,2020.0
32,11,21,.344,-9.56,-6.47,7,11,8,6,3,15,2053,2132,64.5,98.3,.337,.383,.499,50.0,49.9,7.6,9.3,.462,15.4,29.6,.234,2020.0
32,23,9,.719,1.99,-6.08,15,3,15,0,6,6,2413,2070,69.7,107.4,.394,.318,.568,54.5,54.1,8.1,10.7,.535,17.2,29.5,.279,2020.0
30,14,16,.467,-7.36,-5.74,8,10,10,5,4,11,1908,1924,62.6,99.9,.323,.391,.502,53.3,49.5,7.9,5.4,.468,15.9,33.6,.223,2020.0
32,20,12,.625,12.05,7.14,10,10,14,4,5,7,2388,2231,70.6,105.3,.285,.356,.537,49.0,49.0,10.8,11.6,.509,14.7,28.8,.202,2020.0
32,7,25,.219,2.41,10.66,2,18,5,11,0,12,2235,2499,72.8,94.1,.290,.396,.488,44.0,54.2,9.4,6.1,.468,14.2,22.1,.175,2020.0
31,19,12,.613,8.91,4.14,12,6,12,3,4,7,2391,2243,71.7,107.2,.283,.429,.561,51.8,55.0,7.1,10.5,.529,14.9,25.2,.213,2020.0
32,17,15,.531,6.79,4.76,12,6,12,6,5,7,2307,2242,67.2,104.4,.341,.402,.529,54.7,49.8,9.0,8.8,.497,16.4,34.0,.236,2020.0
30,15,15,.500,-7.60,-6.28,8,8,10,3,5,12,2071,1990,69.7,97.9,.256,.418,.502,54.0,52.9,6.8,6.1,.477,15.9,29.4,.172,2020.0
33,19,14,.576,3.47,2.63,7,11,15,3,2,9,2531,2483,73.0,105.1,.375,.368,.561,49.5,55.4,11.1,8.1,.526,17.4,27.6,.270,2020.0
31,25,6,.806,4.11,-4.24,16,0,13,1,9,3,2214,1852,64.6,110.1,.314,.469,.567,56.4,57.8,9.5,5.7,.539,17.2,34.8,.225,2020.0
30,9,21,.300,-14.08,-4.73,5,15,6,8,3,13,2262,2323,72.8,103.6,.393,.265,.551,47.7,55.8,10.6,5.5,.507,16.9,28.6,.293,2020.0
32,12,20,.375,-11.02,-4.33,9,11,9,3,2,17,2102,2316,66.5,98.0,.244,.366,.528,41.1,49.7,10.3,6.5,.497,14.5,17.7,.183,2020.0
31,21,10,.677,-3.87,-6.02,15,5,13,1,7,8,2388,2144,73.0,104.6,.254,.372,.537,48.9,46.3,13.5,10.1,.507,15.9,30.8,.190,2020.0
30,9,21,.300,-10.14,-4.83,6,10,5,7,4,14,1904,2030,67.0,94.8,.306,.333,.486,48.0,46.2,8.5,8.4,.453,14.3,25.1,.208,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
31,16,15,.516,-7.76,-9.39,12,4,11,2,4,12,2186,2012,70.3,99.9,.336,.413,.518,51.2,53.8,11.1,7.4,.481,17.1,31.1,.239,2020.0
30,13,17,.433,-9.00,-5.82,8,8,9,4,4,13,2062,2092,70.0,97.8,.380,.367,.524,51.0,46.7,9.2,6.5,.488,18.4,28.5,.262,2020.0
33,14,19,.424,9.45,10.05,6,14,7,8,3,9,2383,2403,70.4,101.1,.335,.289,.500,55.0,54.6,7.8,9.9,.464,15.2,35.3,.228,2020.0
32,17,15,.531,-9.66,-7.86,12,4,11,1,4,12,2311,2305,75.2,95.2,.409,.319,.504,49.2,57.0,10.7,10.0,.477,17.6,28.8,.249,2020.0
31,18,13,.581,-10.04,-8.86,13,3,12,0,5,13,2162,2045,69.6,98.7,.341,.349,.537,49.4,52.7,11.9,8.7,.512,19.0,29.0,.223,2020.0
33,15,18,.455,-6.24,-1.38,7,9,8,3,4,13,2470,2467,70.5,105.4,.351,.407,.565,51.9,49.6,6.4,5.5,.525,16.7,26.0,.267,2020.0
33,25,8,.758,2.19,-3.94,13,3,13,1,8,6,2467,2183,67.8,109.8,.327,.454,.569,52.6,47.0,6.8,5.8,.526,13.2,23.1,.261,2020.0
33,21,12,.636,-0.57,-3.25,13,3,13,2,7,9,2583,2416,69.6,112.5,.275,.522,.578,48.8,58.2,7.1,8.2,.549,14.9,28.4,.210,2020.0
31,20,11,.645,7.32,1.66,14,4,13,3,7,6,2203,1962,64.9,109.0,.309,.410,.590,52.4,49.6,9.6,8.7,.561,18.4,29.7,.232,2020.0
33,17,16,.515,1.45,-3.28,9,9,7,6,7,7,2347,2191,65.8,107.6,.256,.402,.579,50.6,51.3,11.5,5.3,.548,16.2,24.4,.202,2020.0
30,16,14,.533,-4.65,-2.40,10,10,9,5,6,8,2128,2081,67.7,104.4,.307,.347,.537,50.7,51.4,9.6,5.9,.508,14.9,27.5,.215,2020.0
31,22,9,.710,5.72,-2.80,15,5,11,3,9,5,2303,1945,65.9,111.8,.261,.461,.572,51.4,49.7,7.6,5.5,.556,13.5,25.4,.174,2020.0
31,18,13,.581,-1.33,-2.16,11,7,11,4,7,9,2071,1998,66.2,100.4,.281,.364,.504,52.9,41.4,8.4,8.8,.476,15.1,31.2,.189,2020.0
31,25,6,.806,9.83,1.45,14,4,16,0,8,4,2330,2006,65.9,112.8,.264,.415,.583,55.2,44.9,6.9,6.4,.556,15.7,29.8,.200,2020.0
32,23,9,.719,0.28,-4.65,13,5,11,4,10,5,2317,2089,68.7,104.6,.340,.453,.533,49.7,53.7,11.7,5.4,.502,15.5,30.4,.234,2020.0
31,8,23,.258,5.35,10.51,3,17,5,11,2,10,2012,2172,66.7,96.5,.258,.339,.502,46.9,57.1,5.9,9.6,.469,14.0,22.0,.189,2020.0
30,15,15,.500,-10.00,-7.07,11,9,9,5,5,10,2265,2270,74.5,100.9,.331,.365,.543,50.7,48.4,7.8,10.8,.507,19.1,31.0,.243,2020.0
32,20,12,.625,11.21,5.62,10,10,15,4,4,7,2376,2197,69.0,106.8,.250,.451,.533,49.8,62.1,8.5,9.2,.504,12.4,26.9,.184,2020.0
33,14,19,.424,-5.92,-3.10,8,10,8,5,4,12,2239,2301,67.5,99.0,.378,.379,.521,50.0,57.4,8.5,8.8,.484,17.4,29.1,.261,2020.0
32,17,15,.531,0.74,0.17,8,10,12,5,4,8,2286,2192,68.8,103.8,.292,.425,.546,51.3,57.3,9.3,6.8,.522,16.3,27.1,.201,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
31,21,10,.677,19.37,10.24,11,9,15,2,4,7,2234,1951,66.8,107.9,.367,.414,.563,53.8,54.7,7.5,10.2,.523,16.6,30.7,.276,2020.0
31,19,12,.613,13.48,10.64,9,9,12,3,4,8,2177,2089,69.7,100.8,.313,.389,.524,49.2,48.0,8.8,11.6,.482,14.2,23.4,.239,2020.0
32,18,14,.563,12.01,10.51,7,11,10,6,5,7,2163,2115,68.5,98.7,.352,.337,.520,50.6,50.1,9.9,12.1,.478,17.0,29.3,.258,2020.0
32,13,19,.406,0.02,0.06,9,9,10,4,3,11,2098,2099,67.5,96.4,.288,.331,.486,53.6,44.3,10.0,9.3,.453,15.4,30.8,.199,2020.0
32,16,16,.500,-5.09,-0.96,9,7,12,2,4,12,2352,2461,70.7,102.3,.271,.300,.528,50.1,44.4,7.2,8.9,.500,14.9,27.2,.193,2020.0
31,17,14,.548,2.16,-1.58,9,7,13,1,3,12,2485,2265,71.5,111.1,.290,.378,.545,51.8,45.2,8.8,7.0,.511,12.3,31.3,.218,2020.0
31,24,7,.774,18.22,9.09,13,5,17,0,5,5,2352,2069,66.1,111.7,.289,.373,.567,51.5,52.0,11.4,9.6,.543,15.1,32.7,.202,2020.0
31,18,13,.581,9.70,6.15,7,11,12,4,3,8,2207,2097,66.6,106.9,.388,.349,.559,49.4,59.4,9.3,13.7,.516,15.3,26.5,.292,2020.0
33,23,10,.697,3.81,0.19,11,5,15,3,7,5,2300,2128,65.9,103.1,.348,.283,.527,56.3,45.4,8.5,11.8,.498,15.5,33.5,.232,2020.0
31,21,10,.677,16.12,9.25,11,9,14,3,5,6,2327,2114,71.4,105.1,.310,.396,.525,50.8,53.2,10.5,12.1,.495,13.6,29.3,.214,2020.0
27,16,11,.593,1.07,-0.36,8,6,8,3,6,7,1991,1906,71.6,102.6,.249,.446,.548,49.0,54.4,8.2,7.6,.530,15.8,22.8,.166,2020.0
32,16,16,.500,2.82,3.60,8,8,9,5,6,7,2441,2466,71.6,104.5,.330,.375,.545,48.9,56.5,8.4,10.1,.500,15.4,26.9,.262,2020.0
33,16,17,.485,6.80,7.32,6,14,11,7,2,9,2152,2169,66.0,98.4,.351,.317,.494,48.5,53.5,11.8,10.2,.451,15.6,32.8,.250,2020.0
32,9,23,.281,-6.53,1.97,1,15,7,9,2,9,2126,2309,70.5,93.5,.329,.358,.520,45.7,55.5,7.9,10.0,.490,17.9,20.2,.223,2020.0
32,18,14,.563,-1.50,-2.43,12,8,11,3,6,11,2518,2412,72.5,108.5,.306,.302,.531,50.7,46.6,11.9,9.9,.498,14.7,36.8,.220,2020.0
32,19,13,.594,-6.26,-8.36,14,4,12,0,6,12,2302,2186,72.7,98.2,.404,.269,.526,49.5,57.2,11.8,8.6,.484,17.5,28.1,.286,2020.0
32,10,22,.313,-15.06,-6.93,7,11,7,6,3,14,2155,2346,67.2,99.5,.347,.358,.542,50.2,51.0,8.7,5.6,.508,18.9,26.6,.247,2020.0
27,14,13,.519,-0.75,-1.48,9,5,7,6,5,6,1931,1866,67.2,106.0,.278,.439,.568,50.9,52.2,9.5,5.6,.541,16.7,25.5,.204,2020.0
31,19,12,.613,13.45,8.19,12,6,13,3,5,6,2214,2051,69.6,102.3,.359,.366,.511,51.6,58.2,11.9,9.6,.473,16.1,33.7,.249,2020.0
31,16,15,.516,16.30,10.76,9,11,11,5,4,8,2114,1942,64.7,102.9,.258,.362,.504,53.0,54.2,9.8,11.3,.478,14.6,34.9,.177,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
33,14,19,.424,-7.87,-3.20,6,10,10,5,3,13,2261,2320,69.5,98.6,.251,.446,.519,51.3,50.2,10.7,8.3,.497,17.3,28.5,.168,2020.0
30,15,15,.500,-7.66,-6.53,10,10,9,5,5,9,2088,2122,68.9,101.0,.282,.513,.543,51.2,57.9,6.6,9.3,.509,17.6,26.9,.215,2020.0
32,21,11,.656,-2.67,-5.71,15,3,11,4,9,6,2302,2115,65.0,110.2,.317,.390,.552,53.1,50.8,8.1,7.1,.533,14.1,31.5,.204,2020.0
30,21,9,.700,9.25,4.78,13,5,12,3,8,5,2200,2066,71.8,101.2,.371,.291,.505,50.5,48.3,11.6,10.3,.469,14.0,30.4,.251,2020.0
32,15,17,.469,-3.09,-0.76,7,11,8,7,5,8,2363,2375,71.4,103.5,.334,.505,.551,49.7,56.8,8.3,5.7,.518,16.6,25.5,.241,2020.0
31,24,7,.774,11.31,2.76,14,4,14,2,9,3,2335,2070,69.3,107.8,.278,.379,.568,49.4,56.8,11.6,7.4,.535,14.1,22.6,.216,2020.0
30,18,12,.600,-3.09,-5.49,12,8,11,1,5,11,2152,2080,71.8,99.9,.408,.333,.522,53.4,51.8,9.4,7.9,.491,17.0,30.6,.266,2020.0
34,20,14,.588,-4.73,-6.33,13,5,12,3,7,11,2373,2280,67.5,103.4,.258,.398,.537,49.6,64.3,9.5,5.8,.516,16.4,29.4,.173,2020.0
31,20,11,.645,15.72,9.68,11,9,18,1,2,8,2168,1942,67.7,102.5,.291,.300,.516,54.0,47.8,9.6,13.6,.493,15.3,32.4,.187,2020.0
30,16,14,.533,-2.08,-2.76,8,12,10,4,4,10,1895,1791,64.5,98.0,.315,.284,.499,52.9,55.3,10.7,11.3,.461,16.4,32.7,.227,2020.0
33,20,13,.606,-4.75,-7.40,12,6,9,4,10,8,2420,2291,69.9,105.0,.336,.392,.532,54.7,51.6,7.1,9.8,.494,16.8,36.2,.246,2020.0
32,22,10,.688,-2.05,-6.50,13,5,13,2,8,8,2485,2298,70.3,110.0,.335,.295,.557,52.2,41.6,9.9,7.5,.521,14.9,32.3,.251,2020.0
32,6,26,.188,-5.54,4.93,2,16,4,10,2,12,2208,2543,71.3,96.5,.291,.497,.499,47.3,52.6,6.6,6.8,.466,15.8,26.1,.205,2020.0
31,23,8,.742,9.41,3.07,12,6,15,3,6,4,2223,2020,68.7,103.1,.401,.271,.518,54.6,54.9,10.8,12.6,.500,15.6,34.0,.232,2020.0
34,26,8,.765,12.27,5.24,11,5,14,3,6,3,2559,2276,65.0,112.4,.302,.362,.581,51.4,43.8,9.8,5.3,.551,13.2,25.1,.228,2020.0
30,18,12,.600,-3.67,-5.90,14,6,11,3,6,9,1990,1923,68.6,96.3,.380,.325,.506,53.9,46.9,10.8,13.6,.460,19.7,35.6,.274,2020.0
31,18,13,.581,-5.17,-6.50,11,9,12,3,6,10,2417,2245,74.4,102.7,.301,.356,.546,49.4,56.2,12.2,9.0,.512,16.7,28.8,.224,2020.0
33,10,23,.303,-13.13,-1.13,4,14,7,8,3,14,2448,2711,74.6,98.7,.340,.330,.528,48.4,45.4,9.4,9.2,.487,18.1,28.6,.253,2020.0
32,9,23,.281,-3.52,4.35,2,14,6,9,3,10,2101,2319,70.9,91.5,.310,.343,.497,48.5,50.9,8.1,8.3,.466,18.0,25.5,.209,2020.0
32,30,2,.938,18.38,3.93,17,1,14,1,11,0,2395,1903,66.1,113.3,.285,.420,.579,52.5,55.5,10.5,8.9,.548,14.3,28.9,.220,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
34,22,12,.647,8.56,3.84,9,7,12,5,7,6,2546,2339,69.2,107.1,.294,.439,.545,52.4,45.3,10.1,7.8,.515,15.0,29.6,.212,2020.0
31,7,24,.226,-7.55,5.15,3,15,6,10,1,12,2167,2523,74.1,93.9,.339,.460,.499,46.0,55.5,8.6,8.1,.458,16.5,24.5,.243,2020.0
33,20,13,.606,1.95,0.63,6,10,16,5,3,7,2498,2365,73.0,103.4,.351,.371,.564,48.9,57.8,9.4,8.5,.528,16.7,21.7,.261,2020.0
29,14,15,.483,-3.95,-3.91,7,7,9,4,3,10,2177,2110,71.4,103.0,.363,.377,.516,48.9,43.2,8.1,8.3,.464,12.3,27.4,.281,2020.0
30,21,9,.700,16.75,9.95,13,5,11,4,8,4,2241,2037,71.0,105.3,.348,.405,.548,50.3,55.8,9.9,14.9,.514,16.3,29.2,.249,2020.0
30,20,10,.667,-1.13,-5.66,15,5,14,0,5,10,2167,2031,67.1,106.3,.363,.332,.550,53.5,52.1,7.8,8.1,.518,16.5,31.9,.256,2020.0
31,20,11,.645,0.08,-1.03,13,7,11,5,7,5,2209,2092,67.1,105.8,.398,.302,.559,49.3,44.2,11.4,12.1,.520,15.9,26.5,.288,2020.0
31,18,13,.581,10.27,6.43,10,8,12,5,6,6,2275,2156,72.5,100.8,.368,.297,.512,51.3,53.5,10.6,13.3,.486,15.5,32.1,.231,2020.0
29,11,18,.379,-16.01,-9.27,6,10,8,5,3,12,2037,2180,69.1,99.5,.397,.299,.530,51.5,46.5,6.4,4.9,.481,17.9,30.3,.297,2020.0
33,13,20,.394,-13.58,-6.06,7,11,9,6,4,13,2286,2460,69.8,99.3,.335,.365,.516,47.4,51.2,8.5,7.2,.483,15.6,26.3,.230,2020.0
32,20,12,.625,-1.74,-3.84,10,6,13,2,5,8,2547,2374,71.4,111.4,.393,.330,.594,50.5,49.9,6.4,7.0,.557,13.7,20.2,.297,2020.0
32,22,10,.688,2.29,-4.24,13,3,16,0,6,9,2493,2256,69.8,110.3,.327,.364,.580,53.1,49.9,7.1,8.5,.554,16.2,28.9,.231,2020.0
31,14,17,.452,5.15,5.18,7,11,10,7,3,6,1943,1944,65.5,95.0,.375,.384,.499,52.0,46.9,11.4,6.8,.466,18.9,32.4,.244,2020.0
31,7,24,.226,-14.57,-5.29,3,15,6,7,0,16,2054,2307,68.8,95.9,.354,.345,.509,47.8,49.0,7.5,5.8,.472,17.0,25.5,.245,2020.0
31,8,23,.258,-16.11,-5.72,5,15,6,8,2,14,2157,2429,74.0,92.9,.317,.357,.500,46.0,49.4,10.7,5.2,.469,19.3,28.8,.214,2020.0
32,17,15,.531,-9.36,-9.49,13,5,11,1,5,14,2234,2147,69.5,99.6,.343,.296,.518,52.8,52.1,9.9,7.1,.486,17.1,32.1,.232,2020.0
31,22,9,.710,11.51,7.22,11,7,14,2,5,6,2179,2046,70.0,99.3,.354,.321,.524,52.3,55.1,9.4,13.3,.495,17.7,30.6,.234,2020.0
32,16,16,.500,-0.18,0.37,10,8,12,3,3,10,2002,1991,64.3,96.8,.330,.412,.533,45.8,53.2,10.1,5.7,.497,17.5,20.5,.240,2020.0
31,8,23,.258,-14.16,-5.71,5,13,4,10,4,13,2073,2261,70.2,95.3,.292,.312,.505,49.0,55.7,8.1,8.9,.476,17.5,27.9,.199,2020.0
30,19,11,.633,7.97,3.50,9,9,15,2,4,9,2188,2054,66.0,108.3,.317,.428,.557,53.0,60.6,8.7,9.8,.521,16.9,34.1,.242,2020.0
Overall,Overall,Overall,Overall,Overall,Overall,Conf.,Conf.,Home,Home,Away,Away,Points,Points,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,School Advanced,2020.0
G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,2020.0
31,9,22,.290,-6.65,2.35,5,13,8,7,1,12,2047,2242,68.7,95.3,.250,.300,.518,51.3,56.7,8.4,8.3,.490,19.0,27.9,.180,2020.0
32,17,15,.531,0.10,-2.47,9,11,9,5,6,10,2329,2122,70.5,101.7,.353,.320,.541,53.7,45.9,9.4,11.0,.505,16.7,27.7,.253,2020.0
31,19,12,.613,3.12,1.62,11,7,9,5,7,7,2143,2073,66.3,103.5,.270,.339,.526,52.3,54.3,8.3,11.1,.494,15.2,30.7,.199,2020.0
31,13,18,.419,-11.30,-7.44,7,11,9,5,4,13,2168,2220,71.1,98.0,.269,.349,.505,49.2,46.6,9.0,11.7,.471,15.6,27.9,.196,2020.0
32,17,15,.531,10.71,7.68,5,13,13,6,1,8,2387,2290,74.3,100.5,.299,.313,.494,48.4,54.3,13.5,11.6,.459,12.9,29.9,.211,2020.0
32,20,12,.625,13.35,6.38,9,9,14,4,4,6,2223,2000,68.7,100.3,.310,.352,.561,48.8,51.1,9.8,10.8,.535,18.8,22.1,.218,2020.0
31,28,3,.903,4.04,-6.89,19,1,16,1,12,2,2499,2077,74.8,107.4,.437,.274,.573,55.5,52.3,13.9,10.3,.541,20.1,38.2,.302,2020.0
33,16,17,.485,-9.63,-5.30,9,7,8,7,7,9,2103,2167,64.3,98.8,.384,.325,.530,51.9,43.2,9.8,8.4,.499,18.6,30.4,.256,2020.0
33,20,13,.606,-2.41,-4.41,10,6,10,5,8,8,2283,2172,69.9,98.2,.329,.431,.517,51.8,47.4,9.5,13.4,.479,17.9,29.5,.238,2020.0
32,18,14,.563,12.32,7.26,10,10,11,7,6,5,2378,2216,68.3,108.0,.357,.421,.545,49.1,55.0,10.8,14.7,.505,14.3,29.6,.264,2020.0
32,16,16,.500,9.86,10.09,7,11,14,5,1,9,2093,2079,65.7,98.5,.265,.433,.517,50.9,61.7,10.3,13.5,.498,18.4,32.2,.169,2020.0
31,14,17,.452,6.59,6.17,6,12,8,7,4,8,2117,2104,70.6,95.5,.333,.350,.496,49.7,57.7,10.8,8.8,.460,15.8,25.9,.228,2020.0
